3.135500000000000000e+09 2.684900000000000000e+09 2.348200000000000000e+09 2.231000000000000000e+09 2.368800000000000000e+09 2.718800000000000000e+09 3.179400000000000000e+09 3.630600000000000000e+09 3.982000000000000000e+09 4.211700000000000000e+09 4.379300000000000000e+09 4.607400000000000000e+09 5.035100000000000000e+09 5.756500000000000000e+09 6.768100000000000000e+09 7.947000000000000000e+09 9.074600000000000000e+09 9.909900000000000000e+09 1.029700000000000000e+10 1.028100000000000000e+10 1.019200000000000000e+10 1.066800000000000000e+10 1.259600000000000000e+10 1.696100000000000000e+10 2.464100000000000000e+10 3.616900000000000000e+10 5.154100000000000000e+10 7.009900000000000000e+10 9.053600000000000000e+10 1.110400000000000000e+11 1.295300000000000000e+11 1.439800000000000000e+11 1.527700000000000000e+11 1.548800000000000000e+11 1.501200000000000000e+11 1.391000000000000000e+11 1.231300000000000000e+11 1.039900000000000000e+11 8.367500000000000000e+10 6.408100000000000000e+10 4.681100000000000000e+10 3.301500000000000000e+10 2.333700000000000000e+10 1.794000000000000000e+10 1.658800000000000000e+10 1.875400000000000000e+10 2.372500000000000000e+10 3.068000000000000000e+10 3.875400000000000000e+10 4.708100000000000000e+10 5.482400000000000000e+10 6.121800000000000000e+10 6.562000000000000000e+10 6.756700000000000000e+10 6.683100000000000000e+10 6.345800000000000000e+10 5.776600000000000000e+10 5.031600000000000000e+10 4.183300000000000000e+10 3.310500000000000000e+10 2.487100000000000000e+10 1.772300000000000000e+10 1.203600000000000000e+10 7.944400000000000000e+09 5.356200000000000000e+09 4.009600000000000000e+09 3.546800000000000000e+09 3.593600000000000000e+09 3.825300000000000000e+09 4.009600000000000000e+09 4.021800000000000000e+09 3.834600000000000000e+09 3.490600000000000000e+09 3.068400000000000000e+09 2.649700000000000000e+09 2.296700000000000000e+09
2.684900000000000000e+09 2.299500000000000000e+09 2.011300000000000000e+09 1.910700000000000000e+09 2.028200000000000000e+09 2.327400000000000000e+09 2.721400000000000000e+09 3.107600000000000000e+09 3.408700000000000000e+09 3.605700000000000000e+09 3.749600000000000000e+09 3.945100000000000000e+09 4.310900000000000000e+09 4.927300000000000000e+09 5.791200000000000000e+09 6.797500000000000000e+09 7.759400000000000000e+09 8.470900000000000000e+09 8.799400000000000000e+09 8.783500000000000000e+09 8.706200000000000000e+09 9.114800000000000000e+09 1.076800000000000000e+10 1.450900000000000000e+10 2.108700000000000000e+10 3.096100000000000000e+10 4.412400000000000000e+10 6.001300000000000000e+10 7.751000000000000000e+10 9.506100000000000000e+10 1.108900000000000000e+11 1.232600000000000000e+11 1.307800000000000000e+11 1.325900000000000000e+11 1.285200000000000000e+11 1.190900000000000000e+11 1.054200000000000000e+11 8.903800000000000000e+10 7.164600000000000000e+10 5.487200000000000000e+10 4.008500000000000000e+10 2.826900000000000000e+10 1.997400000000000000e+10 1.534000000000000000e+10 1.416600000000000000e+10 1.600000000000000000e+10 2.023200000000000000e+10 2.616100000000000000e+10 3.304900000000000000e+10 4.015300000000000000e+10 4.676000000000000000e+10 5.221500000000000000e+10 5.597100000000000000e+10 5.763100000000000000e+10 5.700100000000000000e+10 5.412100000000000000e+10 4.926300000000000000e+10 4.290500000000000000e+10 3.566800000000000000e+10 2.822300000000000000e+10 2.120200000000000000e+10 1.511000000000000000e+10 1.026500000000000000e+10 6.782000000000000000e+09 4.580700000000000000e+09 3.437200000000000000e+09 3.045700000000000000e+09 3.086600000000000000e+09 3.283100000000000000e+09 3.437500000000000000e+09 3.444300000000000000e+09 3.280800000000000000e+09 2.984400000000000000e+09 2.622200000000000000e+09 2.264300000000000000e+09 1.963600000000000000e+09
2.348200000000000000e+09 2.011300000000000000e+09 1.758900000000000000e+09 1.669900000000000000e+09 1.771300000000000000e+09 2.031600000000000000e+09 2.375000000000000000e+09 2.712100000000000000e+09 2.975200000000000000e+09 3.147500000000000000e+09 3.273000000000000000e+09 3.442700000000000000e+09 3.760100000000000000e+09 4.295100000000000000e+09 5.045600000000000000e+09 5.920100000000000000e+09 6.756500000000000000e+09 7.375800000000000000e+09 7.662700000000000000e+09 7.651200000000000000e+09 7.588000000000000000e+09 7.949900000000000000e+09 9.397800000000000000e+09 1.266700000000000000e+10 1.841000000000000000e+10 2.702400000000000000e+10 3.850700000000000000e+10 5.236400000000000000e+10 6.762200000000000000e+10 8.292600000000000000e+10 9.672700000000000000e+10 1.075200000000000000e+11 1.140800000000000000e+11 1.156600000000000000e+11 1.121100000000000000e+11 1.038900000000000000e+11 9.197100000000000000e+10 7.769100000000000000e+10 6.252500000000000000e+10 4.789500000000000000e+10 3.499600000000000000e+10 2.468500000000000000e+10 1.744300000000000000e+10 1.339300000000000000e+10 1.236200000000000000e+10 1.395700000000000000e+10 1.764600000000000000e+10 2.281800000000000000e+10 2.882900000000000000e+10 3.503200000000000000e+10 4.080100000000000000e+10 4.556600000000000000e+10 4.884700000000000000e+10 5.029900000000000000e+10 4.975000000000000000e+10 4.723600000000000000e+10 4.299500000000000000e+10 3.744500000000000000e+10 3.112600000000000000e+10 2.462800000000000000e+10 1.850000000000000000e+10 1.318200000000000000e+10 8.955500000000000000e+09 5.916800000000000000e+09 3.997400000000000000e+09 3.000900000000000000e+09 2.660400000000000000e+09 2.696700000000000000e+09 2.868100000000000000e+09 3.002300000000000000e+09 3.007000000000000000e+09 2.863100000000000000e+09 2.603200000000000000e+09 2.286400000000000000e+09 1.974000000000000000e+09 1.712200000000000000e+09
2.231000000000000000e+09 1.910700000000000000e+09 1.669900000000000000e+09 1.583700000000000000e+09 1.677900000000000000e+09 1.923000000000000000e+09 2.247500000000000000e+09 2.566500000000000000e+09 2.815800000000000000e+09 2.978800000000000000e+09 3.096600000000000000e+09 3.255200000000000000e+09 3.552100000000000000e+09 4.054300000000000000e+09 4.760100000000000000e+09 5.584400000000000000e+09 6.374400000000000000e+09 6.961900000000000000e+09 7.237900000000000000e+09 7.234000000000000000e+09 7.182500000000000000e+09 7.532700000000000000e+09 8.907400000000000000e+09 1.200000000000000000e+10 1.742500000000000000e+10 2.556000000000000000e+10 3.640000000000000000e+10 4.948200000000000000e+10 6.388500000000000000e+10 7.833100000000000000e+10 9.136000000000000000e+10 1.015500000000000000e+11 1.077400000000000000e+11 1.092400000000000000e+11 1.058900000000000000e+11 9.813600000000000000e+10 8.688900000000000000e+10 7.340700000000000000e+10 5.908700000000000000e+10 4.527200000000000000e+10 3.309000000000000000e+10 2.335300000000000000e+10 1.651800000000000000e+10 1.270400000000000000e+10 1.174900000000000000e+10 1.328500000000000000e+10 1.680900000000000000e+10 2.174400000000000000e+10 2.747800000000000000e+10 3.339600000000000000e+10 3.890300000000000000e+10 4.345300000000000000e+10 4.658900000000000000e+10 4.798000000000000000e+10 4.746400000000000000e+10 4.507100000000000000e+10 4.102900000000000000e+10 3.573700000000000000e+10 2.971000000000000000e+10 2.350900000000000000e+10 1.765800000000000000e+10 1.257900000000000000e+10 8.538600000000000000e+09 5.631100000000000000e+09 3.792200000000000000e+09 2.835500000000000000e+09 2.507000000000000000e+09 2.540600000000000000e+09 2.705500000000000000e+09 2.836500000000000000e+09 2.844800000000000000e+09 2.711100000000000000e+09 2.466200000000000000e+09 2.166200000000000000e+09 1.869600000000000000e+09 1.620900000000000000e+09
2.368800000000000000e+09 2.028200000000000000e+09 1.771300000000000000e+09 1.677900000000000000e+09 1.775600000000000000e+09 2.033500000000000000e+09 2.376100000000000000e+09 2.713400000000000000e+09 2.976900000000000000e+09 3.148700000000000000e+09 3.271700000000000000e+09 3.436600000000000000e+09 3.747000000000000000e+09 4.273900000000000000e+09 5.017000000000000000e+09 5.887000000000000000e+09 6.723800000000000000e+09 7.349500000000000000e+09 7.649000000000000000e+09 7.654300000000000000e+09 7.608800000000000000e+09 7.984300000000000000e+09 9.436200000000000000e+09 1.269400000000000000e+10 1.840800000000000000e+10 2.697400000000000000e+10 3.838800000000000000e+10 5.216400000000000000e+10 6.733400000000000000e+10 8.255100000000000000e+10 9.627800000000000000e+10 1.070100000000000000e+11 1.135400000000000000e+11 1.151200000000000000e+11 1.116000000000000000e+11 1.034300000000000000e+11 9.158000000000000000e+10 7.737300000000000000e+10 6.228200000000000000e+10 4.772400000000000000e+10 3.489000000000000000e+10 2.464000000000000000e+10 1.745800000000000000e+10 1.347300000000000000e+10 1.251800000000000000e+10 1.420600000000000000e+10 1.800700000000000000e+10 2.330900000000000000e+10 2.946300000000000000e+10 3.581300000000000000e+10 4.172300000000000000e+10 4.661000000000000000e+10 4.998100000000000000e+10 5.148300000000000000e+10 5.094000000000000000e+10 4.838400000000000000e+10 4.405800000000000000e+10 3.838700000000000000e+10 3.192300000000000000e+10 2.526600000000000000e+10 1.897900000000000000e+10 1.351500000000000000e+10 9.160700000000000000e+09 6.021400000000000000e+09 4.029800000000000000e+09 2.988700000000000000e+09 2.627100000000000000e+09 2.660100000000000000e+09 2.839600000000000000e+09 2.986800000000000000e+09 3.004600000000000000e+09 2.870200000000000000e+09 2.614900000000000000e+09 2.298100000000000000e+09 1.982700000000000000e+09 1.716900000000000000e+09
2.718800000000000000e+09 2.327400000000000000e+09 2.031600000000000000e+09 1.923000000000000000e+09 2.033500000000000000e+09 2.327900000000000000e+09 2.719600000000000000e+09 3.105400000000000000e+09 3.406500000000000000e+09 3.602200000000000000e+09 3.741300000000000000e+09 3.927800000000000000e+09 4.280600000000000000e+09 4.881800000000000000e+09 5.731700000000000000e+09 6.729100000000000000e+09 7.691000000000000000e+09 8.413900000000000000e+09 8.764700000000000000e+09 8.778400000000000000e+09 8.730800000000000000e+09 9.159200000000000000e+09 1.081000000000000000e+10 1.451800000000000000e+10 2.102300000000000000e+10 3.077900000000000000e+10 4.378600000000000000e+10 5.948800000000000000e+10 7.678400000000000000e+10 9.413700000000000000e+10 1.097900000000000000e+11 1.220400000000000000e+11 1.294900000000000000e+11 1.312900000000000000e+11 1.272700000000000000e+11 1.179500000000000000e+11 1.044300000000000000e+11 8.822200000000000000e+10 7.100600000000000000e+10 5.440200000000000000e+10 3.977300000000000000e+10 2.810100000000000000e+10 1.994400000000000000e+10 1.545100000000000000e+10 1.443400000000000000e+10 1.645000000000000000e+10 2.089600000000000000e+10 2.706800000000000000e+10 3.422000000000000000e+10 4.159500000000000000e+10 4.845900000000000000e+10 5.413700000000000000e+10 5.805800000000000000e+10 5.981200000000000000e+10 5.919300000000000000e+10 5.623700000000000000e+10 5.122400000000000000e+10 4.464500000000000000e+10 3.714000000000000000e+10 2.940400000000000000e+10 2.209000000000000000e+10 1.572500000000000000e+10 1.064500000000000000e+10 6.974100000000000000e+09 4.637700000000000000e+09 3.410000000000000000e+09 2.978400000000000000e+09 3.012700000000000000e+09 3.224200000000000000e+09 3.403400000000000000e+09 3.435000000000000000e+09 3.289900000000000000e+09 3.002700000000000000e+09 2.641000000000000000e+09 2.277800000000000000e+09 1.969800000000000000e+09
3.179400000000000000e+09 2.721400000000000000e+09 2.375000000000000000e+09 2.247500000000000000e+09 2.376100000000000000e+09 2.719600000000000000e+09 3.176800000000000000e+09 3.626800000000000000e+09 3.977700000000000000e+09 4.205100000000000000e+09 4.366300000000000000e+09 4.582900000000000000e+09 4.994400000000000000e+09 5.697200000000000000e+09 6.692200000000000000e+09 7.861300000000000000e+09 8.990600000000000000e+09 9.841400000000000000e+09 1.025700000000000000e+10 1.027600000000000000e+10 1.021900000000000000e+10 1.071000000000000000e+10 1.262000000000000000e+10 1.692000000000000000e+10 2.447600000000000000e+10 3.582000000000000000e+10 5.095200000000000000e+10 6.922800000000000000e+10 8.936300000000000000e+10 1.095700000000000000e+11 1.278000000000000000e+11 1.420700000000000000e+11 1.507500000000000000e+11 1.528400000000000000e+11 1.481600000000000000e+11 1.373000000000000000e+11 1.215400000000000000e+11 1.026600000000000000e+11 8.260500000000000000e+10 6.327200000000000000e+10 4.624900000000000000e+10 3.268300000000000000e+10 2.322500000000000000e+10 1.805000000000000000e+10 1.693700000000000000e+10 1.937400000000000000e+10 2.465200000000000000e+10 3.195100000000000000e+10 4.039500000000000000e+10 4.909700000000000000e+10 5.719500000000000000e+10 6.389400000000000000e+10 6.852300000000000000e+10 7.059700000000000000e+10 6.987500000000000000e+10 6.639700000000000000e+10 6.049100000000000000e+10 5.273500000000000000e+10 4.388200000000000000e+10 3.475000000000000000e+10 2.611000000000000000e+10 1.858300000000000000e+10 1.256800000000000000e+10 8.215100000000000000e+09 5.438300000000000000e+09 3.973800000000000000e+09 3.454600000000000000e+09 3.491800000000000000e+09 3.743900000000000000e+09 3.962400000000000000e+09 4.009100000000000000e+09 3.847500000000000000e+09 3.516400000000000000e+09 3.094800000000000000e+09 2.668500000000000000e+09 2.305100000000000000e+09
3.630600000000000000e+09 3.107600000000000000e+09 2.712100000000000000e+09 2.566500000000000000e+09 2.713400000000000000e+09 3.105400000000000000e+09 3.626800000000000000e+09 4.139800000000000000e+09 4.539300000000000000e+09 4.797600000000000000e+09 4.980700000000000000e+09 5.227700000000000000e+09 5.698300000000000000e+09 6.503000000000000000e+09 7.642800000000000000e+09 8.982800000000000000e+09 1.027800000000000000e+10 1.125500000000000000e+10 1.173200000000000000e+10 1.175300000000000000e+10 1.168000000000000000e+10 1.222500000000000000e+10 1.438000000000000000e+10 1.925400000000000000e+10 2.783500000000000000e+10 4.073000000000000000e+10 5.794300000000000000e+10 7.874200000000000000e+10 1.016600000000000000e+11 1.246700000000000000e+11 1.454400000000000000e+11 1.616800000000000000e+11 1.715600000000000000e+11 1.739400000000000000e+11 1.686000000000000000e+11 1.562200000000000000e+11 1.382700000000000000e+11 1.167700000000000000e+11 9.393200000000000000e+10 7.192600000000000000e+10 5.256100000000000000e+10 3.714300000000000000e+10 2.641400000000000000e+10 2.057300000000000000e+10 1.936700000000000000e+10 2.221100000000000000e+10 2.829600000000000000e+10 3.668600000000000000e+10 4.638000000000000000e+10 5.636400000000000000e+10 6.565200000000000000e+10 7.333600000000000000e+10 7.864600000000000000e+10 8.102700000000000000e+10 8.020200000000000000e+10 7.621500000000000000e+10 6.944300000000000000e+10 6.054800000000000000e+10 5.039000000000000000e+10 3.990800000000000000e+10 2.998700000000000000e+10 2.134000000000000000e+10 1.442600000000000000e+10 9.417700000000000000e+09 6.219500000000000000e+09 4.529700000000000000e+09 3.928400000000000000e+09 3.969500000000000000e+09 4.260900000000000000e+09 4.516300000000000000e+09 4.575800000000000000e+09 4.396300000000000000e+09 4.021000000000000000e+09 3.540000000000000000e+09 3.051700000000000000e+09 2.634100000000000000e+09
3.982000000000000000e+09 3.408700000000000000e+09 2.975200000000000000e+09 2.815800000000000000e+09 2.976900000000000000e+09 3.406500000000000000e+09 3.977700000000000000e+09 4.539300000000000000e+09 4.976200000000000000e+09 5.258300000000000000e+09 5.458300000000000000e+09 5.729400000000000000e+09 6.246900000000000000e+09 7.132300000000000000e+09 8.386600000000000000e+09 9.861400000000000000e+09 1.128700000000000000e+10 1.236200000000000000e+10 1.288700000000000000e+10 1.290600000000000000e+10 1.281600000000000000e+10 1.339500000000000000e+10 1.573100000000000000e+10 2.103700000000000000e+10 3.039900000000000000e+10 4.448400000000000000e+10 6.329700000000000000e+10 8.603900000000000000e+10 1.111100000000000000e+11 1.362800000000000000e+11 1.589900000000000000e+11 1.767700000000000000e+11 1.875700000000000000e+11 1.901700000000000000e+11 1.843200000000000000e+11 1.707700000000000000e+11 1.511300000000000000e+11 1.275900000000000000e+11 1.026200000000000000e+11 7.855600000000000000e+10 5.739000000000000000e+10 4.055100000000000000e+10 2.884900000000000000e+10 2.249900000000000000e+10 2.122400000000000000e+10 2.438000000000000000e+10 3.108100000000000000e+10 4.030200000000000000e+10 5.094700000000000000e+10 6.190600000000000000e+10 7.209900000000000000e+10 8.052900000000000000e+10 8.635400000000000000e+10 8.896500000000000000e+10 8.805700000000000000e+10 8.368000000000000000e+10 7.624500000000000000e+10 6.647900000000000000e+10 5.532600000000000000e+10 4.381700000000000000e+10 3.292300000000000000e+10 2.342700000000000000e+10 1.583400000000000000e+10 1.033200000000000000e+10 6.819000000000000000e+09 4.962700000000000000e+09 4.302500000000000000e+09 4.348600000000000000e+09 4.670300000000000000e+09 4.952800000000000000e+09 5.020100000000000000e+09 4.824400000000000000e+09 4.413200000000000000e+09 3.885200000000000000e+09 3.348400000000000000e+09 2.888900000000000000e+09
4.211700000000000000e+09 3.605700000000000000e+09 3.147500000000000000e+09 2.978800000000000000e+09 3.148700000000000000e+09 3.602200000000000000e+09 4.205100000000000000e+09 4.797600000000000000e+09 5.258300000000000000e+09 5.555500000000000000e+09 5.766400000000000000e+09 6.053000000000000000e+09 6.600900000000000000e+09 7.538700000000000000e+09 8.867500000000000000e+09 1.043000000000000000e+10 1.194100000000000000e+10 1.308000000000000000e+10 1.363500000000000000e+10 1.365200000000000000e+10 1.354700000000000000e+10 1.414200000000000000e+10 1.658500000000000000e+10 2.215700000000000000e+10 3.200700000000000000e+10 4.683900000000000000e+10 6.666100000000000000e+10 9.063100000000000000e+10 1.170600000000000000e+11 1.436000000000000000e+11 1.675500000000000000e+11 1.862900000000000000e+11 1.976800000000000000e+11 2.004200000000000000e+11 1.942500000000000000e+11 1.799500000000000000e+11 1.592300000000000000e+11 1.344200000000000000e+11 1.080900000000000000e+11 8.272800000000000000e+10 6.042700000000000000e+10 4.269300000000000000e+10 3.037700000000000000e+10 2.370500000000000000e+10 2.238200000000000000e+10 2.572700000000000000e+10 3.280800000000000000e+10 4.254000000000000000e+10 5.377100000000000000e+10 6.533000000000000000e+10 7.607800000000000000e+10 8.496600000000000000e+10 9.110600000000000000e+10 9.385500000000000000e+10 9.289100000000000000e+10 8.826800000000000000e+10 8.042000000000000000e+10 7.011300000000000000e+10 5.834500000000000000e+10 4.620200000000000000e+10 3.471000000000000000e+10 2.469600000000000000e+10 1.669000000000000000e+10 1.089300000000000000e+10 7.193600000000000000e+09 5.242000000000000000e+09 4.550900000000000000e+09 4.603300000000000000e+09 4.944200000000000000e+09 5.242000000000000000e+09 5.311200000000000000e+09 5.102200000000000000e+09 4.665400000000000000e+09 4.105700000000000000e+09 3.537400000000000000e+09 3.051500000000000000e+09
